uid,crop_name,main_stage,sub_stage_name,start_day,end_day,data_source,created_at,updated_at,deleted_at,susceptible_pests,pest_risk_factors,pest_management,susceptible_diseases,disease_risk_factors,disease_management,env_conditions
csk_77ff9e3f-f2da-40a4-9a25-34c9eccf4c4d,soybean,Flowering and Pod Phase,Flowering Stage,36,50,llm,2026-06-21 07:28:02.540405+00:00,2026-06-21 09:50:31.869261+00:00,,"Girdle beetle, Tobacco caterpillar, Semilooper, Whitefly","Cloudy weather, warm and humid days, and too many weeds in the field","Field care: Install 10 to 12 wooden bird perches per acre so birds can sit and eat the caterpillars, and pluck off any leaves damaged by the girdle beetle. Natural control: Spray homemade neem water or neem oil on the crop to stop pests from feeding. Spray if needed: If caterpillar damage is high, use a safe pest-control spray from your local cooperative store.","Yellow mosaic disease, Leaf rust, Root rot","Water standing in the field, continuous rainy days, and high moisture in the air","Field care: Pull out any plants that start turning yellow and bury them outside the field to stop the disease from spreading. Natural control: Keep the field drains open so that extra rainwater flows out quickly. Spray if needed: If you see brown rust spots on the leaves, spray a basic disease-control medicine recommended by your local government agriculture office.","{""uv_index"": ""6-10"", ""temp_max_c"": ""38°C"", ""temp_min_c"": ""15°C"", ""photoperiod"": ""12-13 hours"", ""soil_temp_c"": ""22-28°C"", ""irrigation_mm"": ""35-50 mm. Water the crop immediately if you see leaves wilting in the afternoon."", ""optimal_temp_c"": ""25-30°C. This warm weather helps the flowers to set well into pods."", ""avg_yield_kg_ha"": ""1500-2000 kg/ha"", ""rel_humidity_pct"": ""60-80%"", ""harvest_index_pct"": ""35-40% at final harvest."", ""soil_moisture_pct"": ""60-70%. Ensure the soil is damp but not muddy to prevent flower drop.""}"
csk_ac987855-0a9d-4f75-8e33-b6148769100a,soybean,Reproductive Phase,Pod Formation Stage,51,65,llm,2026-06-21 09:50:31.869261+00:00,2026-06-21 09:50:31.869261+00:00,,"Pod borer, Tobacco caterpillar, Girdle beetle, Semilooper","Cloudy weather, warm days, and very dense leaves that hide pests","Field care: Put up T-shaped wooden bird perches in the field so birds can sit and eat the caterpillars. Natural control: Spray homemade neem water or use yellow sticky cards to catch flying pests. Spray if needed: If you see many pods with holes, spray a mild caterpillar medicine bought from your local government depot.","Soybean rust, Pod blight, Yellow mosaic disease","Water standing in the field, continuous rainy days, and too much dampness under the plants",Field care: Make small channels to drain out any standing water from the field immediately. Natural control: Pull out any yellow-colored plants and bury them far away from the field to stop the spread. Spray if needed: Spray a copper-based blue medicine or sulfur powder mixed in water to protect the pods from rotting.,"{""uv_index"": ""6-10"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-50"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""60-70""}"
csk_8ce98d3e-b6f3-4b9f-8ebd-562a015a90f4,soybean,Maturity Phase,Grain Filling and Pod Development,66,85,llm,2026-06-21 09:50:31.869261+00:00,2026-06-21 09:50:31.869261+00:00,,"Pod borer, Tobacco caterpillar, Pod sucking bug, Girdle beetle","Cloudy weather, warm days, high humidity, and too many weeds in the field","Field care: Put up T-shaped wooden bird perches in the field so birds can sit and eat the caterpillars. Natural control: Spray homemade neem water on the pods to keep pests away. Spray if needed: If you see many pods with holes, use a safe caterpillar medicine from your local cooperative store. Keep your field clean to prevent pests from hiding.","Pod blight, Soybean rust, Yellow mosaic disease","Water standing in the field, continuous rainy days, and damp weather",Field care: Make channels to quickly drain out any standing rainwater from the field. Natural control: Pull out yellow-leaf plants and bury them far away to stop the spread. Spray if needed: Spray a basic copper-based medicine to protect the developing pods from rotting. Healthy pods will give you a heavy and clean harvest.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12 hours"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-50 mm. Water the field lightly if there is no rain to help the pods fill well."", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1500-2200 kg per hectare. Good management at this stage ensures a heavy harvest."", ""rel_humidity_pct"": ""60-70%"", ""harvest_index_pct"": ""35-40%"", ""soil_moisture_pct"": ""60-70%. Maintain constant moisture to avoid empty pods.""}"
csk_5eb80008-abbf-4995-91da-44aaa0ae299a,soybean,Maturity Phase,Leaf Shedding and Harvesting Stage,86,105,llm,2026-06-21 09:50:31.869261+00:00,2026-06-21 09:50:31.869261+00:00,,"Pod borer, Green stink bug, Bihar hairy caterpillar","Dry weather, weeds in the field, and delaying the harvest.",Field care: Harvest the crop as soon as most pods turn golden brown to avoid pest attacks. Natural control: Place wooden bird perches in the field so birds can sit and eat the pests. Spray if needed: Spray neem oil mixed with soapy water if you see pests damaging the pods.,"Pod blight, Charcoal rot, Pod decay","Unseasonal rains, waterlogging in the field, and high humidity during maturity.","Field care: Drain out any standing water immediately to keep the soil dry before harvesting. Natural control: Remove and burn diseased plants after harvest to keep the soil clean for the next crop. Spray if needed: If unseasonal rains occur, spray a basic copper medicine to protect the pods from rotting.","{""uv_index"": ""5-7"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12 hours"", ""soil_temp_c"": ""20-26"", ""irrigation_mm"": ""0 (stop watering to allow pods to dry properly)"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""30-40""}"
csk_bb58ab75-6847-426e-a088-5bb089c56a97,wheat,Germination and Seedling Phase,Sprouting and Seedling Emergence,1,15,llm,2026-06-30 18:40:01.285021+00:00,2026-06-30 18:40:01.285021+00:00,,"Termites, Gujhia weevil, Pink stem borer","Dry soil, unrotted cow dung manure in the field, and warm weather during early growth","Field care: Use only well-rotted cow dung manure and keep the soil moist but not flooded. Natural control: Apply neem cake to the soil during sowing to keep pests away. Spray if needed: If you see heavy termite damage, mix a basic liquid pest medicine in irrigation water or spray the soil around the young plants.","Seedling blight, Collar rot, Root rot","Sowing seeds too deep, water logging in the field, and using untreated seeds","Field care: Do not let water stand in the field and ensure good drainage. Natural control: Treat your seeds with friendly bio-fungus powder like Trichoderma before sowing. Spray if needed: If young plants start rotting at the base, spray a basic copper-based medicine on the soil near the roots.","{""uv_index"": ""3-5"", ""temp_max_c"": ""32"", ""temp_min_c"": ""4"", ""photoperiod"": ""10-11"", ""soil_temp_c"": ""20-22"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""20-25"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""55-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""50-60""}"
csk_44001e6b-4e68-4bd3-8f02-7cb81df99ed2,soybean,Sowing and Early Growth,Branching and Leaf Growth,11,30,llm,2026-06-21 09:51:32.480425+00:00,2026-06-21 09:51:32.480425+00:00,,"Blue beetle, Stem fly, Tobacco caterpillar, Aphids","Cloudy weather, high humidity, dry spells, and too many weeds in the field","Field care: Keep the field free of weeds as they hide pests, and remove any damaged leaves you see. Natural control: Put up yellow sticky cards to catch small flying pests and spray neem water on the leaves. Spray if needed: If you see many pests eating the leaves, spray a mild pest control medicine from your local government depot. Always spray in the evening for the best results.","Root rot, Collar rot, Yellow mosaic disease","Water standing in the field, heavy clay soil that stays wet, and whiteflies spreading the yellow virus",Field care: Make small channels to drain out extra rainwater quickly and pull out any completely yellow plants. Natural control: Apply friendly fungus powder mixed with cow dung near the plant roots to stop rotting. Spray if needed: Spray a basic copper medicine if you see the stems turning black or rotting near the soil. Keep the soil loose and airy to help the roots breathe.,"{""uv_index"": ""6-10"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""12-13"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""60-70""}"
csk_dbb56fec-364b-4759-ba0d-c7dad7cc42cf,soybean,Flowering and Pod Development,Flowering Stage,31,50,llm,2026-06-21 09:51:32.480425+00:00,2026-06-21 09:51:32.480425+00:00,,"Girdle beetle, Tobacco caterpillar, Semilooper, Whitefly","Cloudy weather, warm and humid days, and too many weeds in the field","Field care: Remove and destroy leaves damaged by girdle beetle and set up T-shaped wooden sticks for birds to sit and eat caterpillars. Natural control: Spray neem water on the crop to keep pests away. Spray if needed: If pest attack is severe, use a safe insect-killing spray recommended by your local government cooperative.","Yellow mosaic virus, Rust, Root rot","Water standing in the field, continuous rainy days, and high humidity",Field care: Pull out any yellow-colored plants immediately and bury them outside the field to stop the spread. Natural control: Ensure water drains out quickly and do not let it collect near the roots. Spray if needed: Spray a basic disease-fighting medicine from the local store if you see rust spots on the leaves.,"{""uv_index"": ""6-10"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-50"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""60-70""}"
csk_e4afc3c4-4ec0-48ae-af8e-9784f1bb1638,soybean,Reproductive Phase,Pod Formation,51,70,llm,2026-06-21 09:49:25.592994+00:00,2026-06-21 09:51:32.480425+00:00,,"Pod borer, Tobacco caterpillar, Girdle beetle, Semilooper","Cloudy weather, warm and humid days, and very dense leaves that hide pests","Field care: Put up T-shaped wooden bird perches in the field so birds can sit and eat the caterpillars, and handpick any visible worms. Natural control: Spray homemade neem seed juice or neem oil on the crop. Spray if needed: If you see more than two caterpillars per meter, spray a mild pest control medicine recommended by your local government depot.","Soybean rust, Yellow mosaic disease, Pod rot","Continuous rain, water standing in the field, and high humidity","Field care: Make channels to quickly drain out extra rainwater and pull out yellow-colored plants immediately so the disease does not spread. Natural control: Spray liquid bio-fungicide or sour buttermilk mixed with water on the leaves. Spray if needed: If brown spots appear on pods or leaves, spray a basic copper-based medicine or disease-control powder.","{""uv_index"": ""6-9"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-50"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-80"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""65-75""}"
csk_235c5c59-04ce-4d06-becd-4441bed60f94,soybean,Seed Filling and Maturity,Grain Filling,71,90,llm,2026-06-21 09:51:32.480425+00:00,2026-06-21 09:51:32.480425+00:00,,"Pod borer, Tobacco caterpillar, Green stink bug","Cloudy weather, warm and humid days, and too many weeds in the field","Field care: Walk through the field and handpick any large caterpillars you see on the pods. Natural control: Spray neem oil mixed with soapy water, and put up wooden T-shaped bird perches to invite friendly birds. Spray if needed: If you see many pods being eaten, spray a safe caterpillar medicine bought from your local government depot.","Pod blight, Rust, Charcoal rot","Water standing in the field, continuous rainy days, and crowded plants","Field care: Make sure rainwater does not stand in the field and drains out quickly. Natural control: Spray a mixture of cow urine and water on the crop to build strength. Spray if needed: If you see dark spots on the pods or yellow rust on leaves, spray a basic copper-based medicine immediately.","{""uv_index"": ""5-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12 hours"", ""soil_temp_c"": ""20-28"", ""irrigation_mm"": ""35-50 mm. Give one light watering if the rains stop early to help the grains grow to their full size."", ""optimal_temp_c"": ""22-30"", ""avg_yield_kg_ha"": ""1500-2200"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""60-70""}"
csk_9f5df116-d9f7-4435-9b5b-a4652f26de33,soybean,Maturity Phase,Drying and Harvesting,91,105,llm,2026-06-21 09:49:25.592994+00:00,2026-06-21 09:51:32.480425+00:00,,"Pod borer, Gundhi bug, Rats","Delayed harvesting, weeds on field borders, and dry soil cracks where rats hide","Field care: Harvest the crop as soon as most of the pods turn golden brown to prevent pest damage. Natural control: Place wooden bird perches in the field so birds can eat the pests, and clear weeds where pests hide. Spray if needed: Avoid chemical sprays at this late stage to keep your harvest safe, but you can use a mild neem spray if pests are still eating the pods.","Pod rot, Charcoal rot, Seed mold","Sudden late rains, water standing in the field, and high humidity during harvesting","Field care: Drain out any rainwater quickly and do not let water stand in the field. Natural control: Remove and burn diseased plants away from the field, and dry the harvested pods under the sun for three to four days. Spray if needed: Do not use chemical sprays now, just ensure the seeds are completely dry before storing them in a clean bag.","{""uv_index"": ""5-7"", ""temp_max_c"": ""38"", ""temp_min_c"": ""10"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""0"", ""optimal_temp_c"": ""25-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""40-50"", ""harvest_index_pct"": ""35-40"", ""soil_moisture_pct"": ""30-40""}"
